trial_number,value,params
133,0.028212337496073995,"{'num_factors': 291, 'scaling_items': 0.014310638773233636, 'scaling_users': 0.06827247823239943}"
134,0.027899781737109716,"{'num_factors': 288, 'scaling_items': 0.010576351558312574, 'scaling_users': 0.07652216503291037}"
135,0.027532845375484737,"{'num_factors': 295, 'scaling_items': 0.0679975093521036, 'scaling_users': 0.02602152526559162}"
136,0.02273558162398626,"{'num_factors': 284, 'scaling_items': 0.043887258323385386, 'scaling_users': 0.34237466604460187}"
137,0.02713329782602438,"{'num_factors': 289, 'scaling_items': 0.06415549032040295, 'scaling_users': 0.056658767887416875}"
138,0.02748320763032379,"{'num_factors': 300, 'scaling_items': 0.010671322956511645, 'scaling_users': 0.10980001719301216}"
139,0.027344755891714683,"{'num_factors': 259, 'scaling_items': 0.044520294295877644, 'scaling_users': 0.011657584443297626}"
140,0.024668737108527117,"{'num_factors': 227, 'scaling_items': 0.08593784166751903, 'scaling_users': 0.07984209984007411}"
141,0.02798240648552542,"{'num_factors': 293, 'scaling_items': 0.03107293339483936, 'scaling_users': 0.05490128917777065}"
142,0.028274248904447144,"{'num_factors': 291, 'scaling_items': 0.028037580484367983, 'scaling_users': 0.03774086908616828}"
143,0.027407103335188487,"{'num_factors': 281, 'scaling_items': 0.05356892500096021, 'scaling_users': 0.039761705544242576}"
144,0.028378150158444086,"{'num_factors': 296, 'scaling_items': 0.03347958932332809, 'scaling_users': 0.025776558938803443}"
145,0.018433877897681743,"{'num_factors': 295, 'scaling_items': 0.07107999974646151, 'scaling_users': 0.705197219195229}"
146,0.026335082603559618,"{'num_factors': 285, 'scaling_items': 0.10635179074569315, 'scaling_users': 0.010035487848490794}"
147,0.02830457174438971,"{'num_factors': 297, 'scaling_items': 0.03567054726477979, 'scaling_users': 0.02931449880573101}"
148,0.028369445068944125,"{'num_factors': 299, 'scaling_items': 0.032033766164642825, 'scaling_users': 0.03750963344872545}"
149,0.028463931979415803,"{'num_factors': 299, 'scaling_items': 0.03512695428249341, 'scaling_users': 0.03376916093583178}"
150,0.02684293971073115,"{'num_factors': 300, 'scaling_items': 0.0922404189553867, 'scaling_users': 0.04345933308261013}"
151,0.028198302964770394,"{'num_factors': 296, 'scaling_items': 0.04157982709101349, 'scaling_users': 0.027869270527502592}"
152,0.028291044619660817,"{'num_factors': 287, 'scaling_items': 0.029676370965087913, 'scaling_users': 0.030173080589841344}"
153,0.021630027451253073,"{'num_factors': 300, 'scaling_items': 0.3273511394610674, 'scaling_users': 0.06725480164261749}"
154,0.027321043834574735,"{'num_factors': 287, 'scaling_items': 0.060859479013860546, 'scaling_users': 0.04731028696960045}"
155,0.027483171944586677,"{'num_factors': 291, 'scaling_items': 0.03151511105533837, 'scaling_users': 0.0849157346467027}"
156,0.027435589474848195,"{'num_factors': 296, 'scaling_items': 0.07260703511488592, 'scaling_users': 0.02842920574813808}"
157,0.027763503482927464,"{'num_factors': 284, 'scaling_items': 0.05048797672663064, 'scaling_users': 0.01259281947602478}"
158,0.01806433647724673,"{'num_factors': 70, 'scaling_items': 0.03227303354809125, 'scaling_users': 0.0937811713040195}"
159,0.014252074902578382,"{'num_factors': 291, 'scaling_items': 0.9965201055131891, 'scaling_users': 0.05311177658880318}"
160,0.02570715860347406,"{'num_factors': 280, 'scaling_items': 0.11872214264044709, 'scaling_users': 0.036175866999349326}"
161,0.02879433729801802,"{'num_factors': 286, 'scaling_items': 0.012274735905304082, 'scaling_users': 0.010341441895476563}"
162,0.02868541996759673,"{'num_factors': 286, 'scaling_items': 0.011875620086149355, 'scaling_users': 0.025708438233116224}"
163,0.028742527183609503,"{'num_factors': 286, 'scaling_items': 0.011470872360013377, 'scaling_users': 0.015692945816348565}"
164,0.027750835046248194,"{'num_factors': 286, 'scaling_items': 0.05161553297262496, 'scaling_users': 0.0161168361599774}"
165,0.02808884142685798,"{'num_factors': 300, 'scaling_items': 0.029477401653970323, 'scaling_users': 0.06536322464878633}"
166,0.0273167459336097,"{'num_factors': 294, 'scaling_items': 0.07832149412586009, 'scaling_users': 0.011654253698444101}"
167,0.028242755126255504,"{'num_factors': 285, 'scaling_items': 0.011713136446123503, 'scaling_users': 0.05602946809309366}"
168,0.01591502913740458,"{'num_factors': 296, 'scaling_items': 0.052380777952097474, 'scaling_users': 0.9978480949473251}"
169,0.028296454354373016,"{'num_factors': 289, 'scaling_items': 0.03572153878275149, 'scaling_users': 0.010422523843012635}"
170,0.027309535184352064,"{'num_factors': 282, 'scaling_items': 0.06657989265326034, 'scaling_users': 0.011430001315891915}"
171,0.028271997357470484,"{'num_factors': 290, 'scaling_items': 0.0331016032244267, 'scaling_users': 0.031263349266849434}"
172,0.027895951096265303,"{'num_factors': 289, 'scaling_items': 0.039386911796221794, 'scaling_users': 0.04611122649944595}"
173,0.0164328325286202,"{'num_factors': 296, 'scaling_items': 0.7036138846488704, 'scaling_users': 0.07044052778249818}"
174,0.028590960936607148,"{'num_factors': 300, 'scaling_items': 0.025988488767743744, 'scaling_users': 0.029143879430379438}"
175,0.02831428941668033,"{'num_factors': 274, 'scaling_items': 0.01140652811217031, 'scaling_users': 0.028302774408210305}"
176,0.027529400586672945,"{'num_factors': 273, 'scaling_items': 0.0522179762847386, 'scaling_users': 0.013051918475988996}"
177,0.028283011983269928,"{'num_factors': 281, 'scaling_items': 0.010599178500993463, 'scaling_users': 0.04191676375771317}"
178,0.026031990256008948,"{'num_factors': 195, 'scaling_items': 0.011404997255864902, 'scaling_users': 0.010258429718635331}"
179,0.01865979203244549,"{'num_factors': 293, 'scaling_items': 0.505743975702135, 'scaling_users': 0.08283745478474983}"
180,0.023194471208747028,"{'num_factors': 270, 'scaling_items': 0.08244635960023577, 'scaling_users': 0.27054047850768537}"
181,0.028145111143227684,"{'num_factors': 287, 'scaling_items': 0.03560123093141049, 'scaling_users': 0.032131261703090316}"
182,0.028202451431711066,"{'num_factors': 286, 'scaling_items': 0.029115714546255556, 'scaling_users': 0.030019339319625655}"
183,0.027603409459931547,"{'num_factors': 296, 'scaling_items': 0.054513399138666256, 'scaling_users': 0.053022389178108004}"
184,0.028491269484411896,"{'num_factors': 277, 'scaling_items': 0.010101674219217734, 'scaling_users': 0.028904048015200735}"
185,0.027656400549202955,"{'num_factors': 276, 'scaling_items': 0.010572838133953388, 'scaling_users': 0.06427413070233504}"
186,0.02784170319993955,"{'num_factors': 281, 'scaling_items': 0.044924766991774986, 'scaling_users': 0.01018049499873101}"
187,0.027433093703607976,"{'num_factors': 292, 'scaling_items': 0.06251225277739164, 'scaling_users': 0.04443109950133277}"
188,0.02897214036806191,"{'num_factors': 300, 'scaling_items': 0.011110656018405166, 'scaling_users': 0.026426079550074158}"
189,0.027960751934166358,"{'num_factors': 300, 'scaling_items': 0.025954964184288117, 'scaling_users': 0.0758486477828126}"
190,0.02869750181997204,"{'num_factors': 296, 'scaling_items': 0.011130426363537043, 'scaling_users': 0.030217837532060303}"
191,0.028815105281845256,"{'num_factors': 297, 'scaling_items': 0.010949170087408625, 'scaling_users': 0.03050080397667293}"
192,0.028812254883592493,"{'num_factors': 295, 'scaling_items': 0.011151866266947495, 'scaling_users': 0.02883893354542274}"
193,0.028718282070771265,"{'num_factors': 293, 'scaling_items': 0.01139351740111868, 'scaling_users': 0.02910785496038404}"
194,0.023693923209646285,"{'num_factors': 158, 'scaling_items': 0.01032259602570896, 'scaling_users': 0.05304142914997258}"
195,0.027939521150935762,"{'num_factors': 295, 'scaling_items': 0.04676246682923578, 'scaling_users': 0.044562889390191235}"
196,0.017534871656246568,"{'num_factors': 291, 'scaling_items': 0.5910139871800658, 'scaling_users': 0.0355942741568816}"
197,0.028953875961729904,"{'num_factors': 300, 'scaling_items': 0.010313260683768442, 'scaling_users': 0.025954435334342458}"
198,0.028408324679541443,"{'num_factors': 299, 'scaling_items': 0.029619678185675305, 'scaling_users': 0.03194351939211193}"
199,0.02751193018799197,"{'num_factors': 300, 'scaling_items': 0.06422563123818778, 'scaling_users': 0.027583800621460777}"
200,0.027598164771753392,"{'num_factors': 296, 'scaling_items': 0.046698399575214454, 'scaling_users': 0.06737128178722232}"
201,0.028463996659814382,"{'num_factors': 295, 'scaling_items': 0.029486047158180893, 'scaling_users': 0.026217852118672922}"
202,0.028488033234126388,"{'num_factors': 300, 'scaling_items': 0.027201594708234206, 'scaling_users': 0.04369058178892593}"
203,0.02862246363623323,"{'num_factors': 300, 'scaling_items': 0.010006277514672007, 'scaling_users': 0.046685156828621406}"
204,0.028347526220094673,"{'num_factors': 300, 'scaling_items': 0.02564887799784646, 'scaling_users': 0.04964488527680563}"
205,0.028817167248343555,"{'num_factors': 295, 'scaling_items': 0.010015937066680696, 'scaling_users': 0.02793219712537248}"
206,0.02764266154041003,"{'num_factors': 293, 'scaling_items': 0.01141102295058836, 'scaling_users': 0.09194292426144748}"
207,0.028400720271996017,"{'num_factors': 300, 'scaling_items': 0.010428541012543348, 'scaling_users': 0.06989741355696526}"
208,0.02764040330235763,"{'num_factors': 293, 'scaling_items': 0.04870711048721637, 'scaling_users': 0.050351020304237715}"
209,0.02754886604109521,"{'num_factors': 287, 'scaling_items': 0.06126068934277627, 'scaling_users': 0.0107905455314861}"
210,0.028551384338956733,"{'num_factors': 295, 'scaling_items': 0.027422036375737268, 'scaling_users': 0.03132326583812966}"
211,0.028297587376526705,"{'num_factors': 294, 'scaling_items': 0.029330615244995892, 'scaling_users': 0.02860854458360723}"
212,0.0282561417383944,"{'num_factors': 291, 'scaling_items': 0.024473982658718564, 'scaling_users': 0.04485120047347153}"
213,0.028932800188419972,"{'num_factors': 296, 'scaling_items': 0.010674875865242071, 'scaling_users': 0.027256074112687368}"
214,0.028048207639245103,"{'num_factors': 285, 'scaling_items': 0.012282748939417847, 'scaling_users': 0.05760632078660674}"
215,0.02799639417929876,"{'num_factors': 295, 'scaling_items': 0.05007551770514457, 'scaling_users': 0.022755312539755924}"
216,0.02884998697470524,"{'num_factors': 290, 'scaling_items': 0.011042300003109982, 'scaling_users': 0.010158457763162272}"
217,0.016106667121660003,"{'num_factors': 289, 'scaling_items': 0.010969917557625235, 'scaling_users': 0.8996190485844748}"
218,0.01456741191867974,"{'num_factors': 286, 'scaling_items': 0.9433027068132126, 'scaling_users': 0.022370312346647308}"
219,0.028316430560907744,"{'num_factors': 291, 'scaling_items': 0.04374576364080634, 'scaling_users': 0.010977403700204107}"
220,0.028137289275721646,"{'num_factors': 283, 'scaling_items': 0.011534088616291304, 'scaling_users': 0.04632910140201179}"
221,0.028303272560522442,"{'num_factors': 295, 'scaling_items': 0.03181806537263172, 'scaling_users': 0.035260127111229146}"
222,0.02913304178086034,"{'num_factors': 300, 'scaling_items': 0.010213292222151997, 'scaling_users': 0.011395195040228612}"
223,0.02864179526914132,"{'num_factors': 295, 'scaling_items': 0.026191992055975333, 'scaling_users': 0.013173766824868614}"
224,0.029113049961815542,"{'num_factors': 300, 'scaling_items': 0.010022196497632783, 'scaling_users': 0.010048640050050718}"
225,0.028918837028590657,"{'num_factors': 290, 'scaling_items': 0.010266742297816416, 'scaling_users': 0.013163582791418271}"
226,0.028129545470765606,"{'num_factors': 291, 'scaling_items': 0.04314498514255165, 'scaling_users': 0.011547979614073261}"
227,0.02768088208004963,"{'num_factors': 289, 'scaling_items': 0.06276867189606924, 'scaling_users': 0.010102334739658828}"
228,0.028387488669777815,"{'num_factors': 300, 'scaling_items': 0.012323391900482627, 'scaling_users': 0.06132598124747046}"
229,0.028289288212286746,"{'num_factors': 295, 'scaling_items': 0.04547318823228051, 'scaling_users': 0.010225954885936186}"
230,0.028579996493875666,"{'num_factors': 290, 'scaling_items': 0.024674066070902945, 'scaling_users': 0.010551120340045112}"
231,0.028621600487466498,"{'num_factors': 290, 'scaling_items': 0.01123910544373638, 'scaling_users': 0.03114067634974899}"
232,0.018632854876812717,"{'num_factors': 286, 'scaling_items': 0.01014436415249741, 'scaling_users': 0.6380416909497743}"
233,0.015369211327367072,"{'num_factors': 291, 'scaling_items': 0.8195585826367455, 'scaling_users': 0.011908308001897653}"
234,0.028348547724319873,"{'num_factors': 285, 'scaling_items': 0.010119251623405935, 'scaling_users': 0.04502382112210437}"
235,0.028364865027620124,"{'num_factors': 291, 'scaling_items': 0.03195669972527308, 'scaling_users': 0.030574412823528872}"
236,0.022905970982142615,"{'num_factors': 296, 'scaling_items': 0.25540207804297077, 'scaling_users': 0.011100897417338006}"
237,0.028668381143298956,"{'num_factors': 300, 'scaling_items': 0.010095428623647346, 'scaling_users': 0.04622397595088386}"
238,0.02797821787213034,"{'num_factors': 296, 'scaling_items': 0.04251028655831364, 'scaling_users': 0.0475707254299453}"
239,0.027872763173389235,"{'num_factors': 295, 'scaling_items': 0.028115493326455212, 'scaling_users': 0.06702629567683027}"
240,0.028887285261076232,"{'num_factors': 300, 'scaling_items': 0.011280192594004746, 'scaling_users': 0.028635754816458612}"
241,0.02844317737774008,"{'num_factors': 300, 'scaling_items': 0.025958053184782268, 'scaling_users': 0.02929183934352801}"
242,0.029213079313334313,"{'num_factors': 300, 'scaling_items': 0.0110245880125061, 'scaling_users': 0.010022909731340637}"
243,0.028779467497429982,"{'num_factors': 300, 'scaling_items': 0.010105537051418357, 'scaling_users': 0.044588685813241206}"
244,0.028791561616777414,"{'num_factors': 300, 'scaling_items': 0.010726136573941803, 'scaling_users': 0.04217945417780252}"
245,0.028507194244603587,"{'num_factors': 296, 'scaling_items': 0.012032493758056052, 'scaling_users': 0.04715540733362132}"
246,0.02845624727896193,"{'num_factors': 300, 'scaling_items': 0.01213303580436257, 'scaling_users': 0.059895719381601785}"
247,0.028730518933067214,"{'num_factors': 300, 'scaling_items': 0.010765712993802957, 'scaling_users': 0.0422416633219664}"
248,0.027357366339071112,"{'num_factors': 300, 'scaling_items': 0.04638972707128819, 'scaling_users': 0.08096150100026046}"
249,0.022075698815946895,"{'num_factors': 300, 'scaling_items': 0.010698087566982893, 'scaling_users': 0.4120099892323254}"
250,0.027962662236281716,"{'num_factors': 295, 'scaling_items': 0.04455291326940386, 'scaling_users': 0.04417392368671769}"
251,0.028299319249956514,"{'num_factors': 295, 'scaling_items': 0.01022468583340893, 'scaling_users': 0.06068688748591115}"
252,0.027945071398238003,"{'num_factors': 295, 'scaling_items': 0.04062810928348836, 'scaling_users': 0.042260632471263354}"
253,0.020180408128853952,"{'num_factors': 99, 'scaling_items': 0.05835754043297793, 'scaling_users': 0.02779419464915582}"
254,0.028019598829863965,"{'num_factors': 300, 'scaling_items': 0.034550753601338816, 'scaling_users': 0.06787322921810951}"
255,0.028515480026692217,"{'num_factors': 294, 'scaling_items': 0.010520740761347475, 'scaling_users': 0.043584986558681066}"
256,0.025150352931939752,"{'num_factors': 180, 'scaling_items': 0.030471029671523826, 'scaling_users': 0.01000569309056671}"
257,0.02799974863858847,"{'num_factors': 300, 'scaling_items': 0.057947317353363004, 'scaling_users': 0.029803132630370936}"
258,0.027593770965370024,"{'num_factors': 291, 'scaling_items': 0.030187391680702325, 'scaling_users': 0.07571446131540302}"
259,0.028377125308681046,"{'num_factors': 295, 'scaling_items': 0.010413152857401258, 'scaling_users': 0.057052750755104464}"
260,0.02583377940504694,"{'num_factors': 212, 'scaling_items': 0.04700622231071394, 'scaling_users': 0.029663906801795294}"
261,0.028972618779975378,"{'num_factors': 292, 'scaling_items': 0.010048619604211962, 'scaling_users': 0.010596590594189294}"
262,0.027323643317488377,"{'num_factors': 285, 'scaling_items': 0.07063079815060168, 'scaling_users': 0.010133950276864942}"
263,0.02830202690526088,"{'num_factors': 292, 'scaling_items': 0.033562114992175734, 'scaling_users': 0.03135507356019497}"
264,0.02798179090655997,"{'num_factors': 288, 'scaling_items': 0.04297470156969169, 'scaling_users': 0.026287570063802165}"
265,0.028545991331933838,"{'num_factors': 292, 'scaling_items': 0.010133992873151549, 'scaling_users': 0.04682755114303381}"
266,0.02064065823234241,"{'num_factors': 283, 'scaling_items': 0.029751751492285816, 'scaling_users': 0.4812360223324756}"
267,0.02660041721087378,"{'num_factors': 238, 'scaling_items': 0.060638041519508724, 'scaling_users': 0.012220825810770917}"
268,0.028617142000684517,"{'num_factors': 295, 'scaling_items': 0.029173437505361128, 'scaling_users': 0.010051772306719303}"
269,0.02781343563541972,"{'num_factors': 289, 'scaling_items': 0.047048710471257096, 'scaling_users': 0.043210294137985675}"
270,0.021817959694743986,"{'num_factors': 126, 'scaling_items': 0.03072442339205902, 'scaling_users': 0.0634978392356167}"
271,0.02733661396775386,"{'num_factors': 300, 'scaling_items': 0.07710932611763349, 'scaling_users': 0.028040822030135474}"
272,0.027596232166052257,"{'num_factors': 295, 'scaling_items': 0.02886402256659781, 'scaling_users': 0.08406934716202533}"
273,0.020543394525450957,"{'num_factors': 291, 'scaling_items': 0.37212511650756924, 'scaling_users': 0.02873066966277164}"
274,0.028137215673888733,"{'num_factors': 284, 'scaling_items': 0.01054963627019768, 'scaling_users': 0.050675329945446386}"
275,0.027973179492119984,"{'num_factors': 296, 'scaling_items': 0.053432707184528735, 'scaling_users': 0.02760602254830887}"
276,0.02879011076852737,"{'num_factors': 288, 'scaling_items': 0.010715259848888523, 'scaling_users': 0.01181138763265719}"
277,0.027836241051800877,"{'num_factors': 286, 'scaling_items': 0.028960964326968045, 'scaling_users': 0.05944245386405539}"
278,0.028259960112266683,"{'num_factors': 281, 'scaling_items': 0.010060444364521104, 'scaling_users': 0.042276055130205985}"
279,0.02803282151064808,"{'num_factors': 290, 'scaling_items': 0.04843750884791452, 'scaling_users': 0.011502448855919023}"
280,0.028972411356628223,"{'num_factors': 300, 'scaling_items': 0.010467382206209089, 'scaling_users': 0.030297380911766952}"
281,0.027265823501912187,"{'num_factors': 300, 'scaling_items': 0.04223559059646723, 'scaling_users': 0.09456769962897638}"
282,0.02810796229088105,"{'num_factors': 300, 'scaling_items': 0.010084270889323317, 'scaling_users': 0.07364044149770789}"
283,0.02725522483798626,"{'num_factors': 291, 'scaling_items': 0.06337512125006943, 'scaling_users': 0.0487502550862703}"
284,0.028192336755594967,"{'num_factors': 288, 'scaling_items': 0.028994805081934236, 'scaling_users': 0.03301925613226816}"
285,0.0278120193577276,"{'num_factors': 294, 'scaling_items': 0.042755195919975966, 'scaling_users': 0.06347335112400002}"
286,0.027960412919663634,"{'num_factors': 282, 'scaling_items': 0.026414530967727202, 'scaling_users': 0.03417172220033697}"
287,0.023336384463857156,"{'num_factors': 300, 'scaling_items': 0.011173242372958369, 'scaling_users': 0.32872719153075125}"
288,0.028506983475718714,"{'num_factors': 295, 'scaling_items': 0.010490627739945376, 'scaling_users': 0.045151935577284516}"
289,0.02739587347978709,"{'num_factors': 288, 'scaling_items': 0.07034547344344956, 'scaling_users': 0.010870410137668518}"
290,0.028070455465983832,"{'num_factors': 292, 'scaling_items': 0.04730712548711491, 'scaling_users': 0.028801524012940408}"
291,0.027759027153276845,"{'num_factors': 295, 'scaling_items': 0.030368398045881775, 'scaling_users': 0.07752460629096405}"
292,0.028507507609982836,"{'num_factors': 300, 'scaling_items': 0.011034100250784684, 'scaling_users': 0.05797617064714902}"
293,0.027749492370388887,"{'num_factors': 286, 'scaling_items': 0.056621241383386964, 'scaling_users': 0.010298116615868906}"
294,0.02848227556347711,"{'num_factors': 279, 'scaling_items': 0.010094741739146205, 'scaling_users': 0.03954571958524649}"
295,0.028237979928556624,"{'num_factors': 292, 'scaling_items': 0.03745657469160145, 'scaling_users': 0.029139942336247643}"
296,0.020250175975290934,"{'num_factors': 296, 'scaling_items': 0.029293568512123405, 'scaling_users': 0.5327555117537819}"
297,0.027599025690161642,"{'num_factors': 287, 'scaling_items': 0.04674943916546208, 'scaling_users': 0.05574062893799492}"
298,0.02723964466819347,"{'num_factors': 296, 'scaling_items': 0.02835974111946931, 'scaling_users': 0.10322451414848573}"
299,0.024962098401635546,"{'num_factors': 300, 'scaling_items': 0.06379690718759475, 'scaling_users': 0.21876302114118168}"
